"time","PID.D.x","PID.I.y","secondOrder1.y","secondOrder1.yd","der(PID.D.x)","der(PID.I.y)","der(secondOrder1.y)","der(secondOrder1.yd)","PID.Add.u1","PID.Add.u3","PID.Add.y","PID.u","PID.y","feedback1.u1","PID.Add.u2","PID.D.u","PID.D.y","PID.Gain.u","PID.Gain.y","PID.I.u","PID.P.u","PID.P.y","feedback1.u2","feedback1.y","secondOrder1.u","step1.y"
2,0.1428099549968256,0.09727266931466771,0.8572967964169405,0.006723205892111293,-0.01067514137660097,0.01427032035830596,0.006723205892111293,-0.3888925671457619,0.1427032035830595,-0.001067514137660097,0.2389083587600672,0.1427032035830595,0.2389083587600672,1,0.09727266931466771,0.1427032035830595,-0.001067514137660097,0.2389083587600672,0.2389083587600672,0.1427032035830595,0.1427032035830595,0.1427032035830595,0.8572967964169405,0.1427032035830595,0.2389083587600672,1
2.2,0.1477322126697642,0.1001609089450377,0.8517111906812218,-0.05834237156887468,0.0556596649013974,0.01482888093187782,-0.05834237156887468,-0.262000500976886,0.1482888093187782,0.00556596649013974,0.2540156847539556,0.1482888093187782,0.2540156847539556,1,0.1001609089450377,0.1482888093187782,0.00556596649013974,0.2540156847539556,0.2540156847539556,0.1482888093187782,0.1482888093187782,0.1482888093187782,0.8517111906812218,0.1482888093187782,0.2540156847539556,1
2.4,0.1634097869645189,0.1032742061995923,0.8356190331332272,-0.09860267574110014,0.09711799022538992,0.01643809668667728,-0.09860267574110014,-0.1428413429178788,0.1643809668667728,0.009711799022538992,0.2773669720889041,0.1643809668667728,0.2773669720889041,1,0.1032742061995923,0.1643809668667728,0.009711799022538992,0.2773669720889041,0.2773669720889041,0.1643809668667728,0.1643809668667728,0.1643809668667728,0.8356190331332272,0.1643809668667728,0.2773669720889041,1
2.6,0.1850838063543002,0.1067744827278835,0.8137542319596499,-0.1166537359998614,0.1161961686049873,0.01862457680403501,-0.1166537359998614,-0.04115926630237932,0.1862457680403501,0.01161961686049873,0.3046398676287323,0.1862457680403501,0.3046398676287323,1,0.1067744827278835,0.1862457680403501,0.01161961686049873,0.3046398676287323,0.3046398676287323,0.1862457680403501,0.1862457680403501,0.1862457680403501,0.8137542319596499,0.1862457680403501,0.3046398676287323,1
2.8,0.2086645225392605,0.1107353257725628,0.7901660293157431,-0.1166026131210914,0.1169448144996421,0.02098339706842569,-0.1166026131210914,0.03760518486735262,0.2098339706842569,0.01169448144996421,0.3322637779067839,0.2098339706842569,0.3322637779067839,1,0.1107353257725628,0.2098339706842569,0.01169448144996421,0.3322637779067839,0.3322637779067839,0.2098339706842569,0.2098339706842569,0.2098339706842569,0.7901660293157431,0.2098339706842569,0.3322637779067839,1
3,0.2309590839885807,0.1151581464514872,0.7679993419774807,-0.1032618218707694,0.1041574033938647,0.02320006580225194,-0.1032618218707694,0.09171629826838257,0.2320006580225193,0.01041574033938647,0.357574544813393,0.2320006580225193,0.357574544813393,1,0.1151581464514872,0.2320006580225193,0.01041574033938647,0.357574544813393,0.357574544813393,0.2320006580225193,0.2320006580225193,0.2320006580225193,0.7679993419774807,0.2320006580225193,0.357574544813393,1
3.2,0.2497503696109759,0.1199912089553946,0.7494226327823559,-0.08148682023466196,0.08269976066681839,0.02505773672176441,-0.08148682023466196,0.122336020025612,0.2505773672176441,0.008269976066681839,0.3788385522397206,0.2505773672176441,0.3788385522397206,1,0.1199912089553946,0.2505773672176441,0.008269976066681839,0.3788385522397206,0.3788385522397206,0.2505773672176441,0.2505773672176441,0.2505773672176441,0.7494226327823559,0.2505773672176441,0.3788385522397206,1
3.4,0.2637584722631228,0.1251488881147118,0.735671432230373,-0.05568429374279791,0.05700955065041646,0.0264328567769627,-0.05568429374279791,0.132643400908305,0.264328567769627,0.005700955065041646,0.3951784109493804,0.264328567769627,0.3951784109493804,1,0.1251488881147118,0.264328567769627,0.005700955065041646,0.3951784109493804,0.3951784109493804,0.264328567769627,0.264328567769627,0.264328567769627,0.735671432230373,0.264328567769627,0.3951784109493804,1
3.6,0.2725196364056434,0.1305291903989929,0.7271726599269971,-0.02949475624400791,0.0307703667359549,0.02728273400730029,-0.02949475624400791,0.1269871331057966,0.2728273400730029,0.00307703667359549,0.4064335671455913,0.2728273400730029,0.4064335671455913,1,0.1305291903989929,0.2728273400730029,0.00307703667359549,0.4064335671455913,0.4064335671455913,0.2728273400730029,0.2728273400730029,0.2728273400730029,0.7271726599269971,0.2728273400730029,0.4064335671455913,1
3.8,0.276216440008373,0.1360282634519453,0.7237160946062298,-0.005634816166767254,0.006746538539720293,0.02762839053937702,-0.005634816166767254,0.1101462934266195,0.2762839053937702,0.0006746538539720293,0.4129868226996876,0.2762839053937702,0.4129868226996876,1,0.1360282634519453,0.2762839053937702,0.0006746538539720293,0.4129868226996876,0.4129868226996876,0.2762839053937702,0.2762839053937702,0.2762839053937702,0.7237160946062298,0.2762839053937702,0.4129868226996876,1
4,0.2754890225468244,0.1415512339539648,0.7246434479703371,0.01412706949780195,-0.0132470517161476,0.02753565520296629,0.01412706949780195,0.08674481635676598,0.2753565520296629,-0.00132470517161476,0.4155830808120129,0.2753565520296629,0.4155830808120129,1,0.1415512339539648,0.2753565520296629,-0.00132470517161476,0.4155830808120129,0.4155830808120129,0.2753565520296629,0.2753565520296629,0.2753565520296629,0.7246434479703371,0.2753565520296629,0.4155830808120129,1
4.2,0.2712507707625951,0.1470193569902719,0.729031978162226,0.02889624823734067,-0.02827489248211079,0.0270968021837774,0.02889624823734067,0.06083305346516679,0.270968021837774,-0.002827489248211079,0.4151598895798349,0.270968021837774,0.4151598895798349,1,0.1470193569902719,0.270968021837774,-0.002827489248211079,0.4151598895798349,0.4151598895798349,0.270968021837774,0.270968021837774,0.270968021837774,0.729031978162226,0.270968021837774,0.4151598895798349,1
4.4,0.2645253058682409,0.1523736394071426,0.7358560998242861,0.03850902279739374,-0.03814056925269815,0.02641439001757139,0.03850902279739374,0.03563823357453597,0.2641439001757139,-0.003814056925269815,0.4127034826575867,0.2641439001757139,0.4127034826575867,1,0.1523736394071426,0.2641439001757139,-0.003814056925269815,0.4127034826575867,0.4127034826575867,0.2641439001757139,0.2641439001757139,0.2641439001757139,0.7358560998242861,0.2641439001757139,0.4127034826575867,1
4.6,0.2563161835312635,0.1575755015861292,0.7441159148499432,0.04335466013700421,-0.04320983812066692,0.02558840851500568,0.04335466013700421,0.01346476680648949,0.2558840851500568,-0.004320983812066692,0.4091386029241193,0.2558840851500568,0.4091386029241193,1,0.1575755015861292,0.2558840851500568,-0.004320983812066692,0.4091386029241193,0.4091386029241193,0.2558840851500568,0.2558840851500568,0.2558840851500568,0.7441159148499432,0.2558840851500568,0.4091386029241193,1
4.8,0.2475130311690015,0.162605304590989,0.7529292351784066,0.04419150087784272,-0.0442266347408099,0.02470707648215934,0.04419150087784272,-0.004290524530383498,0.2470707648215934,-0.00442266347408099,0.4052534059385015,0.2470707648215934,0.4052534059385015,1,0.162605304590989,0.2470707648215934,-0.00442266347408099,0.4052534059385015,0.4052534059385015,0.2470707648215934,0.2470707648215934,0.2470707648215934,0.7529292351784066,0.2470707648215934,0.4052534059385015,1
5,0.2388335301134957,0.1674593798856938,0.7615878659499645,0.04197446992081002,-0.04213960634601999,0.02384121340500355,0.04197446992081002,-0.01703701723684397,0.2384121340500355,-0.004213960634601999,0.4016575533011273,0.2384121340500355,0.4016575533011273,1,0.1674593798856938,0.2384121340500355,-0.004213960634601999,0.4016575533011273,0.4016575533011273,0.2384121340500355,0.2384121340500355,0.2384121340500355,0.7615878659499645,0.2384121340500355,0.4016575533011273,1
5.2,0.2307977731526739,0.1721462555195771,0.7695817675330012,0.03770856072559634,-0.03795406856750838,0.02304182324669988,0.03770856072559634,-0.02483559028918596,0.2304182324669988,-0.003795406856750838,0.3987690811298251,0.2304182324669988,0.3987690811298251,1,0.1721462555195771,0.2304182324669988,-0.003795406856750838,0.3987690811298251,0.3987690811298251,0.2304182324669988,0.2304182324669988,0.2304182324669988,0.7695817675330012,0.2304182324669988,0.3987690811298251,1
5.4,0.2237289496198365,0.176682675537381,0.7765972262903126,0.03233619599393954,-0.03261759101490791,0.02234027737096874,0.03233619599393954,-0.0282205203906726,0.2234027737096874,-0.003261759101490791,0.3968236901455777,0.2234027737096874,0.3968236901455777,1,0.176682675537381,0.2234027737096874,-0.003261759101490791,0.3968236901455777,0.3968236901455777,0.2234027737096874,0.2234027737096874,0.2234027737096874,0.7765972262903126,0.2234027737096874,0.3968236901455777,1
5.6,0.2177733750443065,0.181089856605955,0.7824960407335252,0.02666059207871613,-0.02694157778317108,0.02175039592664748,0.02666059207871613,-0.02802155345550236,0.2175039592664748,-0.002694157778317108,0.3958996580941127,0.2175039592664748,0.3958996580941127,1,0.181089856605955,0.2175039592664748,-0.002694157778317108,0.3958996580941127,0.3958996580941127,0.2175039592664748,0.2175039592664748,0.2175039592664748,0.7824960407335252,0.2175039592664748,0.3958996580941127,1
5.8,0.2129326676419445,0.1853902899716159,0.7872829018102105,0.02130304984838528,-0.02155694521550344,0.02127170981897895,0.02130304984838528,-0.02520378431823994,0.2127170981897895,-0.002155694521550344,0.395951693639855,0.2127170981897895,0.395951693639855,1,0.1853902899716159,0.2127170981897895,-0.002155694521550344,0.395951693639855,0.395951693639855,0.2127170981897895,0.2127170981897895,0.2127170981897895,0.7872829018102105,0.2127170981897895,0.395951693639855,1
6,0.2091017577075594,0.1896052607726315,0.7910672361200042,0.0166895439593013,-0.01689938275635516,0.02089327638799958,0.0166895439593013,-0.02073642490904237,0.2089327638799958,-0.001689938275635516,0.3968480863769918,0.2089327638799958,0.3968480863769918,1,0.1896052607726315,0.2089327638799958,-0.001689938275635516,0.3968480863769918,0.3968480863769918,0.2089327638799958,0.2089327638799958,0.2089327638799958,0.7910672361200042,0.2089327638799958,0.3968480863769918,1
6.2,0.2061074097677753,0.1937531413309929,0.7940247685495345,0.0130601887447392,-0.01321783173098001,0.02059752314504655,0.0130601887447392,-0.01549585357544873,0.2059752314504655,-0.001321783173098001,0.3984065896083603,0.2059752314504655,0.3984065896083603,1,0.1937531413309929,0.2059752314504655,-0.001321783173098001,0.3984065896083603,0.3984065896083603,0.2059752314504655,0.2059752314504655,0.2059752314504655,0.7940247685495345,0.2059752314504655,0.3984065896083603,1
6.4,0.203743318274089,0.1978484211554366,0.7963626734494796,0.01049456431752228,-0.01059917235685937,0.02036373265505204,0.01049456431752228,-0.01020340255346867,0.2036373265505204,-0.001059917235685937,0.4004258304702711,0.2036373265505204,0.4004258304702711,1,0.1978484211554366,0.2036373265505204,-0.001059917235685937,0.4004258304702711,0.4004258304702711,0.2036373265505204,0.2036373265505204,0.2036373265505204,0.7963626734494796,0.2036373265505204,0.4004258304702711,1
6.6,0.201799202999337,0.2019013776956739,0.7982908216226979,0.008946273572016095,-0.009002462203497319,0.02017091783773021,0.008946273572016095,-0.005394984918267993,0.2017091783773021,-0.0009002462203497319,0.4027103098526262,0.2017091783773021,0.4027103098526262,1,0.2019013776956739,0.2017091783773021,-0.0009002462203497319,0.4027103098526262,0.4027103098526262,0.2017091783773021,0.2017091783773021,0.2017091783773021,0.7982908216226979,0.2017091783773021,0.4027103098526262,1
6.8,0.200082597894534,0.2059182495503976,0.8000003695985893,0.008280807122228744,-0.008296749312336482,0.01999996304014107,0.008280807122228744,-0.00141708952856031,0.1999996304014107,-0.0008296749312336482,0.4050882050205746,0.1999996304014107,0.4050882050205746,1,0.2059182495503976,0.1999996304014107,-0.0008296749312336482,0.4050882050205746,0.4050882050205746,0.1999996304014107,0.1999996304014107,0.1999996304014107,0.8000003695985893,0.1999996304014107,0.4050882050205746,1
7,0.1984331355071585,0.2099017614859043,0.8016498424263813,0.008312115378801256,-0.008297793353981286,0.01983501575736188,0.008312115378801256,0.001557475491546752,0.1983501575736187,-0.0008297793353981286,0.4074221397241249,0.1983501575736187,0.4074221397241249,1,0.2099017614859043,0.1983501575736187,-0.0008297793353981286,0.4074221397241249,0.4074221397241249,0.1983501575736187,0.1983501575736187,0.1983501575736187,0.8016498424263813,0.1983501575736187,0.4074221397241249,1
7.2,0.1967298796006935,0.2138518578142865,0.8033581240628296,0.008834626413508738,-0.008800366352304523,0.01966418759371704,0.008834626413508738,0.003500793190711018,0.1966418759371704,-0.0008800366352304523,0.4096136971162264,0.1966418759371704,0.4096136971162264,1,0.2138518578142865,0.1966418759371704,-0.0008800366352304523,0.4096136971162264,0.4096136971162264,0.1966418759371704,0.1966418759371704,0.1966418759371704,0.8033581240628296,0.1966418759371704,0.4096136971162264,1
7.4,0.1948928230903558,0.2177665160223957,0.8052032179005607,0.009648739296256429,-0.009604099091647944,0.01947967820994393,0.009648739296256429,0.004494323510020722,0.1947967820994393,-0.0009604099091647944,0.4116028882126702,0.1947967820994393,0.4116028882126702,1,0.2177665160223957,0.1947967820994393,-0.0009604099091647944,0.4116028882126702,0.4116028882126702,0.1947967820994393,0.1947967820994393,0.1947967820994393,0.8052032179005607,0.1947967820994393,0.4116028882126702,1
7.6,0.1928799397806319,0.2216425392521975,0.807225380442391,0.010578995347287,-0.01053202230228978,0.0192774619557609,0.010578995347287,0.004691939230562252,0.192774619557609,-0.001053202230228978,0.4133639565795775,0.192774619557609,0.4133639565795775,1,0.2216425392521975,0.192774619557609,-0.001053202230228978,0.4133639565795775,0.4133639565795775,0.192774619557609,0.192774619557609,0.192774619557609,0.807225380442391,0.192774619557609,0.4133639565795775,1
7.8,0.1906812518103116,0.2254762541912382,0.8094331669205079,0.01148503905709393,-0.0114418730819521,0.01905668330794921,0.01148503905709393,0.004285578324630758,0.1905668330794921,-0.00114418730819521,0.4148988999625351,0.1905668330794921,0.4148988999625351,1,0.2254762541912382,0.1905668330794921,-0.00114418730819521,0.4148988999625351,0.4148988999625351,0.1905668330794921,0.1905668330794921,0.1905668330794921,0.8094331669205079,0.1905668330794921,0.4148988999625351,1
8,0.1883113062107171,0.229264070890789,0.8118110038163885,0.01226623242829846,-0.01223100271055821,0.01881889961836115,0.01226623242829846,0.003476204390682906,0.1881889961836115,-0.001223100271055821,0.4162299668033446,0.1881889961836115,0.4162299668033446,1,0.229264070890789,0.1881889961836115,-0.001223100271055821,0.4162299668033446,0.4162299668033446,0.1881889961836115,0.1881889961836115,0.1881889961836115,0.8118110038163885,0.1881889961836115,0.4162299668033446,1
8.199999999999999,0.1858012081880855,0.2330028855259566,0.8143271524371186,0.01286111462649594,-0.01283606252041047,0.01856728475628814,0.01286111462649594,0.002451540759380946,0.1856728475628814,-0.001283606252041047,0.4173921268367969,0.1856728475628814,0.4173921268367969,1,0.2330028855259566,0.1856728475628814,-0.001283606252041047,0.4173921268367969,0.4173921268367969,0.1856728475628814,0.1856728475628814,0.1856728475628814,0.8143271524371186,0.1856728475628814,0.4173921268367969,1
8.4,0.1831911380269346,0.236690326471783,0.8169411507104454,0.01324311816456159,-0.01322887373799986,0.01830588492895546,0.01324311816456159,0.001371060634243696,0.1830588492895546,-0.001322887373799986,0.4184262883875376,0.1830588492895546,0.4184262883875376,1,0.236690326471783,0.1830588492895546,-0.001322887373799986,0.4184262883875376,0.4184262883875376,0.1830588492895546,0.1830588492895546,0.1830588492895546,0.8169411507104454,0.1830588492895546,0.4184262883875376,1
8.6,0.1805240539878187,0.2403248548892777,0.8196100446427299,0.0134139225659286,-0.01340986305486402,0.01803899553572701,0.0134139225659286,0.0003581116470927972,0.1803899553572701,-0.001340986305486402,0.4193738239410614,0.1803899553572701,0.4193738239410614,1,0.2403248548892777,0.1803899553572701,-0.001340986305486402,0.4193738239410614,0.4193738239410614,0.1803899553572701,0.1803899553572701,0.1803899553572701,0.8196100446427299,0.1803899553572701,0.4193738239410614,1
8.800000000000001,0.1778403757368342,0.2439057910566639,0.8222936324690157,0.0133961692278635,-0.0134008205849856,0.01777063675309843,0.0133961692278635,-0.0005041163297251142,0.1777063675309843,-0.00134008205849856,0.4202720765291497,0.1777063675309843,0.4202720765291497,1,0.2439057910566639,0.1777063675309843,-0.00134008205849856,0.4202720765291497,0.4202720765291497,0.1777063675309843,0.1777063675309843,0.1777063675309843,0.8222936324690157,0.1777063675309843,0.4202720765291497,1
9,0.1751747828414905,0.2474331991806696,0.8249575845288362,0.01322533098320166,-0.01323673703266526,0.01750424154711638,0.01322533098320166,-0.001169166008184806,0.1750424154711638,-0.001323673703266526,0.4211519409485668,0.1750424154711638,0.4211519409485668,1,0.2474331991806696,0.1750424154711638,-0.001323673703266526,0.4211519409485668,0.4211519409485668,0.1750424154711638,0.1750424154711638,0.1750424154711638,0.8249575845288362,0.1750424154711638,0.4211519409485668,1
9.199999999999999,0.1725540963969193,0.2509077591885651,0.8275754925386513,0.01294284653057149,-0.01295889355705793,0.01724245074613488,0.01294284653057149,-0.001622723093035218,0.1724245074613487,-0.001295889355705793,0.4220363772942081,0.1724245074613487,0.4220363772942081,1,0.2509077591885651,0.1724245074613487,-0.001295889355705793,0.4220363772942081,0.4220363772942081,0.1724245074613487,0.1724245074613487,0.1724245074613487,0.8275754925386513,0.1724245074613487,0.4220363772942081,1
9.4,0.1699968199998997,0.2543305886456709,0.8301292700275786,0.01259033798840902,-0.01260900274782928,0.01698707299724214,0.01259033798840902,-0.001874906524732538,0.1698707299724214,-0.001260900274782928,0.4229404183433094,0.1698707299724214,0.4229404183433094,1,0.2543305886456709,0.1698707299724214,-0.001260900274782928,0.4229404183433094,0.4229404183433094,0.1698707299724214,0.1698707299724214,0.1698707299724214,0.8301292700275786,0.1698707299724214,0.4229404183433094,1
9.6,0.167513408967252,0.2577030815615643,0.8326088403878287,0.01220541114003971,-0.0122249355080678,0.01673911596121713,0.01220541114003971,-0.001952920738026588,0.1673911596121713,-0.00122249355080678,0.4238717476229288,0.1673911596121713,0.4238717476229288,1,0.2577030815615643,0.1673911596121713,-0.00122249355080678,0.4238717476229288,0.4238717476229288,0.1673911596121713,0.1673911596121713,0.1673911596121713,0.8326088403878287,0.1673911596121713,0.4238717476229288,1
9.800000000000001,0.1651074424385719,0.2610267605223369,0.8350109394952697,0.0118192005347563,-0.01183819338416714,0.01649890605047303,0.0118192005347563,-0.001893816866627568,0.1649890605047303,-0.001183819338416714,0.4248320016886505,0.1649890605047303,0.4248320016886505,1,0.2610267605223369,0.1649890605047303,-0.001183819338416714,0.4248320016886505,0.4248320016886505,0.1649890605047303,0.1649890605047303,0.1649890605047303,0.8350109394952697,0.1649890605047303,0.4248320016886505,1
10,0.1627769741193249,0.2643031589517538,0.8373377511164183,0.01145504491869432,-0.01147252357431849,0.01626622488835817,0.01145504491869432,-0.001738503046782948,0.1626622488835817,-0.001147252357431849,0.4258181554779037,0.1626622488835817,0.4258181554779037,1,0.2643031589517538,0.1626622488835817,-0.001147252357431849,0.4258181554779037,0.4258181554779037,0.1626622488835817,0.1626622488835817,0.1626622488835817,0.8373377511164183,0.1626622488835817,0.4258181554779037,1
10.2,0.1605161086411132,0.2675337269126732,0.8395953269213896,0.0111281758388363,-0.01114355625028152,0.01604046730786104,0.0111281758388363,-0.001526684363249575,0.1604046730786104,-0.001114355625028152,0.4268240443662554,0.1604046730786104,0.4268240443662554,1,0.2675337269126732,0.1604046730786104,-0.001114355625028152,0.4268240443662554,0.4268240443662554,0.1604046730786104,0.1604046730786104,0.1604046730786104,0.8395953269213896,0.1604046730786104,0.4268240443662554,1
10.4,0.1583165872540878,0.2707197680148777,0.8417920063267843,0.01084630866983183,-0.01085935808721183,0.01582079936732157,0.01084630866983183,-0.001293186705804358,0.1582079936732157,-0.001085935808721183,0.4278418258793723,0.1582079936732157,0.4278418258793723,1,0.2707197680148777,0.1582079936732157,-0.001085935808721183,0.4278418258793723,0.4278418258793723,0.1582079936732157,0.1582079936732157,0.1582079936732157,0.8417920063267843,0.1582079936732157,0.4278418258793723,1
10.6,0.1561691997776804,0.2738624075041448,0.8439370165085854,0.01061086157382347,-0.01062162862658644,0.01560629834914146,0.01061086157382347,-0.001065766446136936,0.1560629834914146,-0.001062162862658644,0.4288632281329007,0.1560629834914146,0.4288632281329007,1,0.2738624075041448,0.1560629834914146,-0.001062162862658644,0.4288632281329007,0.4288632281329007,0.1560629834914146,0.1560629834914146,0.1560629834914146,0.8439370165085854,0.1560629834914146,0.4288632281329007,1
10.8,0.1540649131577511,0.2769625865635385,0.846039359145544,0.01041849481288494,-0.01042723032950998,0.0153960640854456,0.01041849481288494,-0.0008642431134957759,0.153960640854456,-0.001042723032950998,0.4298805043850435,0.153960640854456,0.4298805043850435,1,0.2769625865635385,0.153960640854456,-0.001042723032950998,0.4298805043850435,0.4298805043850435,0.153960640854456,0.153960640854456,0.153960640854456,0.846039359145544,0.153960640854456,0.4298805043850435,1
11,0.1519956752400314,0.2800210758384814,0.8481070226335004,0.01026270831096862,-0.01026978735317041,0.01518929773664997,0.01026270831096862,-0.0007006653295283938,0.1518929773664996,-0.001026978735317041,0.430887074469664,0.1518929773664996,0.430887074469664,1,0.2800210758384814,0.1518929773664996,-0.001026978735317041,0.430887074469664,0.430887074469664,0.1518929773664996,0.1518929773664996,0.1518929773664996,0.8481070226335004,0.1518929773664996,0.430887074469664,1
11.2,0.1499549047775124,0.2830385011701127,0.8501465068842484,0.01013531377794053,-0.01014116617607808,0.01498534931157516,0.01013531377794053,-0.0005801908368522259,0.1498534931157516,-0.001014116617607808,0.4318778776682565,0.1498534931157516,0.4318778776682565,1,0.2830385011701127,0.1498534931157516,-0.001014116617607808,0.4318778776682565,0.4318778776682565,0.1498534931157516,0.1498534931157516,0.1498534931157516,0.8501465068842484,0.1498534931157516,0.4318778776682565,1
11.4,0.1479377064801369,0.2860153756215896,0.8521626207691837,0.01002767111654523,-0.01003272493206031,0.01478373792308163,0.01002767111654523,-0.0005023956139472152,0.1478373792308163,-0.001003272493206031,0.4328494823591999,0.1478373792308163,0.4328494823591999,1,0.2860153756215896,0.1478373792308163,-0.001003272493206031,0.4328494823591999,0.4328494823591999,0.1478373792308163,0.1478373792308163,0.1478373792308163,0.8521626207691837,0.1478373792308163,0.4328494823591999,1
11.6,0.1459408800444446,0.2889521329785864,0.8541584829101516,0.009931655670016401,-0.009936295459622713,0.01458415170898484,0.009931655670016401,-0.000462759803229653,0.1458415170898484,-0.0009936295459622713,0.4338000205224725,0.1458415170898484,0.4338000205224725,1,0.2889521329785864,0.1458415170898484,-0.0009936295459622713,0.4338000205224725,0.4338000205224725,0.1458415170898484,0.1458415170898484,0.1458415170898484,0.8541584829101516,0.1458415170898484,0.4338000205224725,1
11.8,0.143962751776181,0.2918491601644044,0.8561356968928548,0.009840326455706681,-0.009844866903582772,0.01438643031071452,0.009840326455706681,-0.0004542007684615861,0.1438643031071452,-0.0009844866903582772,0.4347289765811913,0.1438643031071452,0.4347289765811913,1,0.2918491601644044,0.1438643031071452,-0.0009844866903582772,0.4347289765811913,0.4347289765811913,0.1438643031071452,0.1438643031071452,0.1438643031071452,0.8561356968928548,0.1438643031071452,0.4347289765811913,1
